timestamp,data
0x625dfbf9,168.499861
0x625dfc17,136.0
0x625dfd39,23.04
0x625dfe34,2.86897
0x625e00ed,2.86897
0x625e0245,0.1
0x625e02c0,1.0221171886217706
0x625e02c0,1.0221171886217706
0x625e02d2,22.191495318026004
0x625e02d2,21.969101338577165
0x625e0320,13.463826
0x625e03b7,1.3566037324837303
0x625e03b7,1.3566037324837303
0x625e042e,232.33041500804524
0x625e04cb,0.827426
0x625e04ff,24.44859477266687
0x625e0554,0.452057
0x625e0554,14.078
0x625e0601,2.6970216275074335
0x625e0711,0.1
0x625e076e,8.428
0x625e087c,0.13
0x625e088a,201.7216806331009
0x625e08b8,245.42409186529363
0x625e08d2,1.0
0x625e08d2,81.85092218
0x625e095d,4.164879
0x625e0979,5.0
0x625e0a2f,325.0
0x625e0abe,77.04824
0x625e0b47,0.028
0x625e0bd3,300.0
0x625e0c5b,8.5
0x625e0c84,17.0
0x625e0d8a,5.0
0x625e0dfd,100.0
0x625e0e7b,17.0
0x625e0e7b,30.000000006906877
0x625e0e7b,89.98
0x625e0f1f,607.0
0x625e0f85,0.1
0x625e103f,1000.0
0x625e105e,1.0
0x625e1087,3.360768982663153
0x625e1087,3.360768982663153
0x625e10c6,1.0
0x625e1155,628.5243
0x625e1155,628.5243
0x625e1155,1000.295
0x625e118b,4.0
0x625e11c0,2468.93475852
0x625e122a,1.0221171886217706
0x625e122a,1.0221171886217706
0x625e125d,332.5766025727266
0x625e1302,11.0
0x625e13c9,2468.9346780850483
0x625e141d,1.3325477157570864
0x625e141d,1.3325477157570864
0x625e15a2,0.13
0x625e163a,2.0
0x625e16d3,1.332547
0x625e1746,25.0
0x625e182c,11.917561
0x625e1892,6.703845576251002
0x625e18a6,13.0
0x625e18ac,12.917561
0x625e1940,0.0303424122
0x625e1940,3.0038988078
0x625e1940,3.0038988078
0x625e1b66,4930.94208967
0x625e1ca0,2.0
0x625e1ca1,1.0
0x625e1ca1,43.0
0x625e1cac,1.8215009648383722
0x625e1cac,1.8215009648383722
0x625e1cac,1.6984739592018638
0x625e1cac,1.6984739592018638
0x625e1cef,169.216368
0x625e1cf8,2.3234917642117447
0x625e1cf8,2.3234917642117447
0x625e1d89,4.021965
0x625e1e06,1973.196124
0x625e1e99,1975.196124
0x625e1eab,20.8304585
0x625e1fc5,18186.72846956
0x625e1fc9,19.83400059
0x625e204a,494.82232557
0x625e208a,75.890575
0x625e2214,334.72318088
0x625e2324,5.5146521742108225
0x625e2324,5.5146521742108225
0x625e2476,334.723181
0x625e2566,26.109741254649716
0x625e25c6,11.96
0x625e2676,26.109741
0x625e268e,12.007946
0x625e273b,131.945
0x625e27d8,25.0
0x625e27f5,0.132
0x625e2886,139.49578621
0x625e2886,32.02445138
0x625e28b0,769.855833
0x625e2984,12.007946
0x625e298a,23.04
0x625e29aa,21.95895562968305
0x625e29e3,87.890575
0x625e29f2,44.0
0x625e2a37,0.06257001493321064
0x625e2a37,6.194431478387853
0x625e2a37,6.194431478387853
0x625e2a8b,1.0
0x625e2b7d,1.0
0x625e2ba6,130.945
0x625e2c8f,6.989988439495472
0x625e2c8f,6.989988439495472
0x625e2d51,48.824
0x625e2db6,210.02080175564825
0x625e2db6,100.00000626118307
0x625e2db6,24.00000150268394
0x625e2db6,76.00000475849914
0x625e2db6,209.8341512744831
0x625e303d,0.25711
0x625e3450,3.899
0x625e34b5,0.25
0x625e351d,112.8100635655419
0x625e3660,0.1
0x625e3a47,0.14389021265310178
0x625e3a47,14.245131052657076
0x625e3a47,14.245131052657076
0x625e3a47,55.71341022
0x625e3ad9,445.24137413
0x625e3af6,2.0
0x625e3b51,500.954784
0x625e3baf,0.031
0x625e3d18,109.73937934375
0x625e3d18,109.73937934375
0x625e3d31,4.0
0x625e3db9,109.73938
0x625e3dd5,4791.44376
0x625e3e25,10.154847016677572
0x625e3f73,4791.44376
0x625e3fc3,215.8234901
0x625e418d,1.2052332149470324
0x625e41e7,8767.6
0x625e4239,8767.6
0x625e4674,13.911887573532155
0x625e4674,13.911887573532155
0x625e4706,0.055103812869703
0x625e4706,5.455277474100597
0x625e4706,5.455277474100597
0x625e49da,1.0
0x625e4aa4,13.911888
0x625e4b80,1.0
0x625e4c58,46.878271
0x625e4d35,2.11151432662627
0x625e4d35,2.11151432662627
0x625e4f11,2.111514
0x625e5119,0.6142129106181272
0x625e5119,0.6142129106181272
0x625e5216,215.8234901
0x625e5408,4738.9606541
0x625e5558,2843.0
0x625e55c0,1439.058162
0x625e55ff,1439.058162
0x625e56ee,1.9393957305283134
0x625e56ee,1.9393957305283134
0x625e598c,204.85252227785352
0x625e598d,204.85252227785352
0x625e5a96,237.41859576979695
0x625e5a96,25.384351
0x625e5aa7,16.891891891891888
0x625e5b1b,236.06157565970202
0x625e5b1b,2.211996935423754
0x625e5b1b,2.211996935423754
0x625e5cb2,0.05
0x625e5e38,25.1
0x625e5e38,25.384351
0x625e6171,2.211996935423754
0x625e626f,0.988799
0x625e6371,0.988799
0x625e6470,7581.9606541
0x625e6575,39.555537
0x625e6622,39.555537
0x625e6755,0.774115
0x625e67a7,25.1
0x625e687d,0.15
0x625e698d,4.10517736099598
0x625e698d,15.905384477779043
0x625e6bc8,1.0
0x625e6e51,1.988799
0x625e6f05,0.5
0x625e6f70,2.0
0x625e6faf,11.166347768252738
0x625e6fbe,0.5
0x625e7101,10.940693
0x625e716e,1039.959
0x625e722f,1.0
0x625e726a,185.12382196600115
0x625e72a0,1.0
0x625e739a,12009.444259204645
0x625e739a,12009.444259204645
0x625e741b,1040.447799
0x625e743f,12009.444259204645
0x625e743f,12009.444259204645
0x625e74fb,1040.447799
0x625e7557,5367.003098294871
0x625e773c,2.05
0x625e7a2f,4590.83907261
0x625e7ae2,2.79829
0x625e80ba,2.79829
0x625e86c5,0.25
0x625e8719,9.441714884513855
0x625e8719,9.441714884513855
0x625e87b6,115.21774014797921
0x625e87f7,11.012888502000001
0x625e87f7,11.012888502000001
0x625e8c74,127.01712885311495
0x625e8ca9,4590.83907261
0x625e8cb6,3.444807
0x625e8cef,36.44740436575069
0x625e8dcb,2.95739
0x625e8dcb,2.95739
0x625e8f27,15.905384477779043
0x625e8f6e,384.7189163605107
0x625e8fee,1.79390952
0x625e9091,2.05750733
0x625e91a4,89.41769232893628
0x625e94ab,7.390190510264233
0x625e94e3,7.658755249988738
0x625e94e3,7.658755249988738
0x625e959e,219.97765840672284
0x625e95d3,170.95969779976727
0x625e95e4,68.78261689829202
0x625e962c,22.486561293443437
0x625e9696,328.72715100455093
0x625e975b,3.687372712253643
0x625e98d3,77.26808121952632
0x625e98d3,77.26808121952632
0x625e99de,500.41902311
0x625e9a6b,77.26808121952632
0x625e9ae2,32.776188392722055
0x625e9c31,32.776188392722055
0x625e9c8c,119.828
0x625e9cf2,4742.95652379
0x625e9d51,1.0
0x625e9eeb,50.0
0x625e9ef5,1.036253
0x625e9ef5,1.0
0x625ea0dd,68.828
0x625ea373,15137.6
0x625ea379,87.793632
0x625ea455,15137.6
0x625ea591,2778.0
0x625ea67c,28.31416442447881
0x625ea67c,28.31416442447881
0x625ea719,77.268081
0x625ea774,1.2221312891242275
0x625ea774,1.2221312891242275
0x625ea852,10.532
0x625ea91a,6.527601196210279
0x625ea91a,6.527601196210279
0x625ea955,30.0
0x625ea9df,6.527601
0x625eaa71,46.0
0x625eaac3,47.22213128912423
0x625eacb4,1.13
0x625eadd9,20.039769660647778
0x625eae56,25.0
0x625eaf86,0.6770215105961648
0x625eaf86,0.6770215105961648
0x625eb0cd,2822.0
0x625eb120,1.18132
0x625eb228,10.0
0x625eb37f,30.0
0x625eb37f,1.661704082425569
0x625eb517,27.793632
0x625eb6cb,100.0
0x625eb6ee,20.0
0x625eb7b9,20.0
0x625eb9f2,1.711374
0x625eba09,190.4553317
0x625ebc95,325.0
0x625ebd9d,10.0
0x625ebdda,10.0
0x625ebe4c,32.89991278186863
0x625ebe6b,2991.0
0x625ebe72,332.54303454984455
0x625ebe82,809.5783892015755
0x625ebed0,6500.0
0x625ebef8,6500.0
0x625ebf0f,1.0112924459786747
0x625ebf0f,1.0112924459786747
0x625ebfc3,40000.0
0x625ebfef,4160.864
0x625ec00a,1207.0
0x625ec053,4160.864
0x625ec0f6,5000.0
0x625ec154,5000.0
0x625ec23d,79.49050148052777
0x625ec23d,79.49050148052777
0x625ec2f0,1179.89571412
0x625ec379,3141.0
0x625ec4ce,10.6303
0x625ec5a1,2745.6
0x625ec63f,26.920385
0x625ec660,2745.6
0x625ec6ed,0.1
0x625ec74a,20.852221330268765
0x625ec74a,20.852221330268765
0x625ec74a,5.024868426455108
0x625ec74a,5.024868426455108
0x625ec8d0,34.154
0x625ec8e8,3.1
0x625ec95d,209.79
0x625ec999,235.66708975672387
0x625ec9f6,34.154
0x625ecc3b,307.1708114955756
0x625ecc8b,3.990522
0x625eccb6,212.84579230697244
0x625eccdd,155.04036347039224
0x625eccfc,424.7026664247775
0x625ecd30,151.35384099297073
0x625ecdcc,0.4080815644478576
0x625ecdcc,0.4080815644478576
0x625ecdf0,331.047825607093
0x625ecdf0,4657.6
0x625ece40,0.5
0x625ece8f,21.319917377825284
0x625ece8f,315.69929907813986
0x625eceb6,266.51381249888624
0x625ecec5,4657.6
0x625ecf19,10.032
0x625ecfde,7.62813857
0x625ed15a,3.0
0x625ed1b4,42.173
0x625ed1b4,42.173
0x625ed1b4,38.948049930455795
0x625ed1fb,1.0123235637567618
0x625ed255,7.581919681826264
0x625ed33d,49.29117658405949
0x625ed33d,49.29117658405949
0x625ed35b,148.045
0x625ed379,3.7033289872454827
0x625ed379,3.7033289872454827
0x625ed556,1.13
0x625ed57d,25.0
0x625ed5b3,236.07674524021252
0x625ed5b3,236.07674524021252
0x625ed68b,154.18793012110285
0x625ed6f9,12.46
0x625ed75c,2075.400943
0x625ed7af,3.04127087
0x625ed7af,2124.6921195840596
0x625ed89d,1.70570018
0x625ed8a2,2.3069266849069052
0x625ed8c3,1390.92507556
0x625ed8ef,4.989277
0x625ed9ad,18.354552
0x625eda69,4.989277
0x625eda69,4.989277
0x625edc61,6.0
0x625edc61,0.13790545
0x625edcb1,1.0
0x625edd8c,6.0
0x625edf45,4629.94049846
0x625edf9a,11.97578138
0x625edf9a,11.97578138
0x625edfae,1.0
0x625ee008,0.34206603
0x625ee03f,220.0
0x625ee123,4.989277
0x625ee128,220.0
0x625ee1a3,0.019
0x625ee20e,4.989277
0x625ee29f,341.658
0x625ee2e7,12009.444259204645
0x625ee2e7,12009.444259204645
0x625ee33c,4.582199822188738
0x625ee376,1346.7552973971724
0x625ee396,25.45616971
0x625ee3cd,3.5192123009668785
0x625ee3cd,342.645571
0x625ee425,12009.444259204645
0x625ee425,12009.444259204645
0x625ee42a,4.5822
0x625ee496,7860.508427448087
0x625ee652,25.45616971
0x625ee652,22.0
0x625ee860,7.179614
0x625ee8b9,1.0
0x625ee96a,0.49713435864825434
0x625ee96a,0.49713435864825434
0x625ee9b0,0.10436411909927265
0x625eeae9,1.13
0x625eeaff,21.404677071850593
0x625eeaff,120.2431460153749
0x625eed7f,0.1632758449121271
0x625eed7f,0.1632758449121271
0x625eedd4,0.209277
0x625eef02,1.0
0x625eef58,29.729367435640164
0x625eef58,0.24006464204279432
0x625eef58,0.042364348595787235
0x625eef58,29.44693844500158
0x625eefcb,29.537702
0x625ef0d0,29.446939233984903
0x625ef0d0,29.446939233984903
0x625ef173,18.262487654511627
0x625ef173,18.262487654511627
0x625ef27e,0.006194245457742977
0x625ef27e,0.6132303003165548
0x625ef27e,0.6132303003165548
0x625ef3e2,38.12
0x625ef589,720.0673610145365
0x625ef591,7.179614
0x625ef59b,9.441714884513855
0x625ef59b,9.441714884513855
0x625ef60c,721.067361
0x625ef685,1.0834750920142877
0x625ef6d2,0.89190153
0x625ef79c,254.59613014
0x625ef7b3,0.44739294
0x625ef84d,76.08778827602356
0x625ef96f,0.2
0x625efad4,4.0
0x625efaec,10.0
0x625efaec,10.0
0x625efbd4,100.08403827683661
0x625efbfa,250.596131
0x625eff44,22.0
0x625effc9,99.931
0x625effc9,22.0
0x625f02fa,11.0
0x625f0304,3.38266765
0x625f0418,8.467176489540572
0x625f0453,11.0
0x625f0469,1.0
0x625f04be,99.931
0x625f059b,99.931
0x625f0683,1.0
0x625f0704,22.85740355
0x625f0704,3.382668
0x625f0a26,5.0
0x625f0b85,5.0
0x625f0b9b,0.989277
0x625f0d49,12.96981
0x625f0d8f,3.9113296310389605
0x625f0db9,7000.0
0x625f0e3f,5.0
0x625f0efd,0.53123672
0x625f0efd,137.46
0x625f0f2b,137.46
0x625f0f82,14.11499975
0x625f0f82,0.41507024
0x625f0faa,7.96981
0x625f1145,1295.6
0x625f1222,193.8192547464738
0x625f1222,193.8192547464738
0x625f1341,0.41507024
0x625f1408,101.0
0x625f1469,0.41507024
0x625f15ca,0.0276684
0x625f1679,2000.0
0x625f167b,10.682291851831724
0x625f167b,10.682291851831724
0x625f1729,0.612305
0x625f175f,10.689793213944803
0x625f17b6,0.97172675
0x625f17fd,3000.0
0x625f1928,3203.566699
0x625f19f7,194.61830992393863
0x625f19f7,194.61830992393863
0x625f1a57,0.989277
0x625f1b03,0.612305
0x625f1b1e,1145.883069031625
0x625f1b1e,1005.8802494772845
0x625f1b79,404.16543
0x625f1b79,5386.0
0x625f1bad,1145.883069031625
0x625f1bd6,405.154707
0x625f1c0d,68.0
0x625f1c49,0.612305
0x625f1e18,3956.89434111
0x625f1e18,54.681729872817186
0x625f1e41,54.681729872817186
0x625f1e98,54.681729872817186
0x625f1ed8,54.681729872817186
0x625f1f14,54.681729872817186
0x625f1f26,777.70553809
0x625f1f4c,54.681729872817186
0x625f1f84,54.681729872817186
0x625f1fb2,54.681729872817186
0x625f1ffe,54.681729872817186
0x625f203e,54.681729872817186
0x625f205d,5.36308055
0x625f205d,318.2035779403161
0x625f207e,54.681729872817186
0x625f2093,5081.89761988
0x625f20b3,54.681729872817186
0x625f20eb,54.681729872817186
0x625f2117,54.681729872817186
0x625f215c,54.681729872817186
0x625f21a4,54.681729872817186
0x625f21db,54.681729872817186
0x625f21db,105.07129838
0x625f221c,54.681729872817186
0x625f224b,54.681729872817186
0x625f2294,54.681729872817186
0x625f22cd,54.681729872817186
0x625f22ee,54.681729872817186
0x625f2310,54.681729872817186
0x625f2354,54.681729872817186
0x625f2382,54.681729872817186
0x625f23ae,207.0
0x625f23c8,54.681729872817186
0x625f23ff,54.681729872817186
0x625f2425,54.681729872817186
0x625f2475,54.681729872817186
0x625f24b1,54.681729872817186
0x625f24dd,54.681729872817186
0x625f2525,54.681729872817186
0x625f2568,54.681729872817186
0x625f2571,55.24083722793799
0x625f25da,54.681729872817186
0x625f260f,54.681729872817186
0x625f268a,54.681729872817186
0x625f26ad,54.681729872817186
0x625f2700,54.681729872817186
0x625f2730,54.681729872817186
0x625f276d,54.681729872817186
0x625f27b3,54.681729872817186
0x625f2842,54.681729872817186
0x625f2864,54.681729872817186
0x625f28ae,54.681729872817186
0x625f28db,54.681729872817186
0x625f291c,54.681729872817186
0x625f291c,5.877284
0x625f2957,54.681729872817186
0x625f299d,54.681729872817186
0x625f29ce,54.681729872817186
0x625f2a98,54.681729872817186
0x625f2abf,54.681729872817186
0x625f2afe,54.681729872817186
0x625f2b3c,54.681729872817186
0x625f2b73,54.681729872817186
0x625f2bae,54.681729872817186
0x625f2bfb,54.681729872817186
0x625f2c21,54.681729872817186
0x625f2c62,54.681729872817186
0x625f2c99,54.681729872817186
0x625f2cd6,54.681729872817186
0x625f2d2f,54.681729872817186
0x625f2d74,54.681729872817186
0x625f2d83,54.681729872817186
0x625f2dd4,54.681729872817186
0x625f2e02,54.681729872817186
0x625f2e3c,793.5465396792499
0x625f2e3c,54.681729872817186
0x625f2e5c,20.951514970533392
0x625f2eab,54.681729872817186
0x625f2ed6,526.7858750816005
0x625f2eef,54.681729872817186
0x625f2f17,235.62731101603686
0x625f2f20,320.2244692484408
0x625f2f20,54.681729872817186
0x625f2f70,1.0
0x625f2f70,1.0
0x625f2f70,54.681729872817186
0x625f2faa,54.681729872817186
0x625f2fc5,523.6063974326303
0x625f2fdb,133.624246
0x625f2fe5,54.681729872817186
0x625f300b,54.681729872817186
0x625f3054,54.681729872817186
0x625f3083,54.681729872817186
0x625f30e0,54.681729872817186
0x625f3100,54.681729872817186
0x625f311e,54.681729872817186
0x625f3174,1.0
0x625f3174,54.681729872817186
0x625f3183,54.681729872817186
0x625f31d6,54.681729872817186
0x625f31f1,0.1
0x625f320f,54.681729872817186
0x625f3241,54.681729872817186
0x625f3273,54.681729872817186
0x625f32c3,75.34035184578052
0x625f32c3,54.681729872817186
0x625f32ea,54.681729872817186
0x625f3352,54.681729872817186
0x625f3374,54.681729872817186
0x625f33a3,54.681729872817186
0x625f33da,26.214896
0x625f33ef,54.681729872817186
0x625f340e,500.41902311
0x625f341e,0.5
0x625f3423,54.681729872817186
0x625f342d,54.681729872817186
0x625f3444,54.681729872817186
0x625f34ba,54.681729872817186
0x625f34c7,23.336715974514615
0x625f34da,26.5858043662491
0x625f34da,2.7574536662439937
0x625f34df,54.681729872817186
0x625f352c,54.681729872817186
0x625f3557,54.681729872817186
0x625f357b,54.681729872817186
0x625f35d7,54.681729872817186
0x625f360a,54.681729872817186
0x625f365f,54.681729872817186
0x625f367b,54.681729872817186
0x625f36b6,54.681729872817186
0x625f36d5,1.771
0x625f36de,54.681729872817186
0x625f36ff,11.87810815
0x625f3737,54.681729872817186
0x625f3763,54.681729872817186
0x625f37ae,54.681729872817186
0x625f37fa,54.681729872817186
0x625f380b,54.681729872817186
0x625f3856,54.681729872817186
0x625f3898,54.681729872817186
0x625f38c3,3.2571416489915963
0x625f38ec,54.681729872817186
0x625f3910,54.681729872817186
0x625f3943,54.681729872817186
0x625f397e,54.681729872817186
0x625f3a05,54.681729872817186
0x625f3a42,54.681729872817186
0x625f3a7d,54.681729872817186
0x625f3ab9,54.681729872817186
0x625f3afb,54.681729872817186
0x625f3b34,54.681729872817186
0x625f3b67,130.067909
0x625f3b70,54.681729872817186
0x625f3b70,0.0318784555352388
0x625f3b70,0.0318784555352388
0x625f3b98,54.681729872817186
0x625f3bdd,54.681729872817186
0x625f3c16,54.681729872817186
0x625f3c64,54.681729872817186
0x625f3ca1,54.681729872817186
0x625f3cd5,54.681729872817186
0x625f3d0f,54.681729872817186
0x625f3d1b,37.0
0x625f3d4d,54.681729872817186
0x625f3d8c,54.681729872817186
0x625f3d8d,93.067909
0x625f3dc1,54.681729872817186
0x625f3df8,54.681729872817186
0x625f3e25,54.681729872817186
0x625f3e6f,54.681729872817186
0x625f3ecc,54.681729872817186
0x625f3eea,54.681729872817186
0x625f3f40,54.681729872817186
0x625f3f64,54.681729872817186
0x625f3fa3,54.681729872817186
0x625f3fdf,54.681729872817186
0x625f3fdf,125.38568734426877
0x625f4000,54.681729872817186
0x625f4053,54.681729872817186
0x625f4085,54.681729872817186
0x625f40d6,54.681729872817186
0x625f410c,54.681729872817186
0x625f4147,54.681729872817186
0x625f4186,54.681729872817186
0x625f41ef,54.681729872817186
0x625f423e,54.681729872817186
0x625f4291,54.681729872817186
0x625f42f1,54.681729872817186
0x625f4329,54.681729872817186
0x625f436e,54.681729872817186
0x625f439a,54.681729872817186
0x625f43dd,54.681729872817186
0x625f440f,54.681729872817186
0x625f4429,3.956406
0x625f4444,54.681729872817186
0x625f4490,54.681729872817186
0x625f44d0,54.681729872817186
0x625f44f9,26.83092418615592
0x625f4542,54.681729872817186
0x625f457b,54.681729872817186
0x625f45bb,54.681729872817186
0x625f45fc,54.681729872817186
0x625f4627,41.482835
0x625f49ff,134.0714265415528
0x625f4a3e,63.01045404
0x625f4b6f,63.01045404
0x625f4c70,30.0
